date,symbol,price
2024-07-18,Bitcoin,64136.31384360687
2024-07-19,Bitcoin,63959.56900809379
2024-07-20,Bitcoin,66689.54880734957
2024-07-21,Bitcoin,67206.06470614894
2024-07-22,Bitcoin,68088.13996324532
2024-07-23,Bitcoin,67607.71339918874
2024-07-24,Bitcoin,65942.41746522837
2024-07-25,Bitcoin,65403.53513022529
2024-07-26,Bitcoin,65749.96361965332
2024-07-27,Bitcoin,67920.2964857025
2024-07-28,Bitcoin,68055.40838968738
2024-07-29,Bitcoin,68242.2474440493
2024-07-30,Bitcoin,66770.32091848266
2024-07-31,Bitcoin,66219.05102486102
2024-08-01,Bitcoin,64679.778647032515
2024-08-02,Bitcoin,65357.52960767435
2024-08-03,Bitcoin,61407.29547397454
2024-08-04,Bitcoin,60738.7449250574
2024-08-05,Bitcoin,58006.206586686734
2024-08-06,Bitcoin,53956.26184159744
2024-08-07,Bitcoin,55959.84107399357
2024-08-08,Bitcoin,55099.95181146735
2024-08-09,Bitcoin,61859.03159904161
2024-08-10,Bitcoin,60912.588533350805
2024-08-11,Bitcoin,60887.70861641504
2024-08-12,Bitcoin,58804.23449992608
2024-08-13,Bitcoin,59350.07433270696
2024-08-14,Bitcoin,60601.22317789727
2024-08-15,Bitcoin,58739.19382231015
2024-08-16,Bitcoin,57624.11692852191
2024-08-17,Bitcoin,58881.92579151217
2024-08-18,Bitcoin,59430.79163445865
2024-08-19,Bitcoin,58438.293742685404
2024-08-20,Bitcoin,59574.945812940874
2024-08-21,Bitcoin,59060.12610074137
2024-08-22,Bitcoin,61144.68762866613
2024-08-23,Bitcoin,60387.54062321362
2024-08-24,Bitcoin,64049.68561555576
2024-08-25,Bitcoin,64157.1606134782
2024-08-26,Bitcoin,64265.81631272862
2024-08-27,Bitcoin,62922.58634676265
2024-08-28,Bitcoin,59526.560879590994
2024-08-29,Bitcoin,59015.29633887944
2024-08-30,Bitcoin,59351.5794909728
2024-08-31,Bitcoin,59156.246036463555
2024-09-01,Bitcoin,58960.23658664587
2024-09-02,Bitcoin,57357.71617282246
2024-09-03,Bitcoin,59108.73235863689
2024-09-04,Bitcoin,57504.538586220435
2024-09-05,Bitcoin,57987.84601410068
2024-09-06,Bitcoin,56132.404732088595
2024-09-07,Bitcoin,53923.35611071905
2024-09-08,Bitcoin,54150.9383589072
2024-09-09,Bitcoin,54792.40755768575
2024-09-10,Bitcoin,57049.118751143265
2024-09-11,Bitcoin,57624.16178336144
2024-09-12,Bitcoin,57381.764445000474
2024-09-13,Bitcoin,58106.951229815284
2024-09-14,Bitcoin,60620.62747295754
2024-09-15,Bitcoin,60003.29940083042
2024-09-16,Bitcoin,59214.80226801806
2024-09-17,Bitcoin,58211.123231286256
2024-09-18,Bitcoin,60317.0319794625
2024-09-19,Bitcoin,61440.41208494509
2024-09-20,Bitcoin,62966.52931910512
2024-09-21,Bitcoin,63128.224540748255
2024-09-22,Bitcoin,63403.402349259355
2024-09-23,Bitcoin,63582.59956924825
2024-09-24,Bitcoin,63327.02654450202
2024-09-25,Bitcoin,64334.14274876097
2024-09-26,Bitcoin,63151.89959401337
2024-09-27,Bitcoin,65130.76884023231
2024-09-28,Bitcoin,65791.00212541742
2024-09-29,Bitcoin,65934.10709441357
2024-09-30,Bitcoin,65663.68986662335
2024-10-01,Bitcoin,63243.27532464382
2024-10-02,Bitcoin,60872.668543725544
2024-10-03,Bitcoin,60655.55979196848
2024-10-04,Bitcoin,60727.86395169296
2024-10-05,Bitcoin,62103.01047283253
2024-10-06,Bitcoin,62091.932585194016
2024-10-07,Bitcoin,62811.79972811266
2024-10-08,Bitcoin,62287.39010510681
2024-10-09,Bitcoin,62185.230423727575
2024-10-10,Bitcoin,60597.15045618275
2024-10-11,Bitcoin,60195.18073772453
2024-10-12,Bitcoin,62392.34048293159
2024-10-13,Bitcoin,63207.77062127557
2024-10-14,Bitcoin,62829.533686088886
2024-10-15,Bitcoin,66049.99492708022
2024-10-16,Bitcoin,66962.21994496793
2024-10-17,Bitcoin,67647.54414766871
2024-10-18,Bitcoin,67328.10527002988
2024-10-19,Bitcoin,68465.61920668735
2024-10-20,Bitcoin,68388.87128965274
2024-10-21,Bitcoin,68962.82918045693
2024-10-22,Bitcoin,67394.85775735618
2024-10-23,Bitcoin,67351.04793512498
2024-10-24,Bitcoin,66683.96806542306
2024-10-25,Bitcoin,68214.05205157402
2024-10-26,Bitcoin,66585.66535501445
2024-10-27,Bitcoin,67018.1650170265
2024-10-28,Bitcoin,67938.55412885673
2024-10-29,Bitcoin,69845.304531169
2024-10-30,Bitcoin,72781.11308158132
2024-10-31,Bitcoin,72342.62171127986
2024-11-01,Bitcoin,70264.99735573279
2024-11-02,Bitcoin,69507.92256395647
2024-11-03,Bitcoin,69299.16036699413
2024-11-04,Bitcoin,68803.50626277467
2024-11-05,Bitcoin,67793.29782704762
2024-11-06,Bitcoin,69335.42553133758
2024-11-07,Bitcoin,75620.88606963192
2024-11-08,Bitcoin,75987.24178320667
2024-11-09,Bitcoin,76550.0213845611
2024-11-10,Bitcoin,76630.22631415377
2024-11-11,Bitcoin,80466.71654833542
2024-11-12,Bitcoin,88637.42000322911
2024-11-13,Bitcoin,88264.59974582895
2024-11-14,Bitcoin,90488.10007497849
2024-11-15,Bitcoin,87407.51273710128
2024-11-16,Bitcoin,90947.97509443703
2024-11-17,Bitcoin,90606.45489380708
2024-11-18,Bitcoin,89841.47194135105
2024-11-19,Bitcoin,90534.62459650292
2024-11-20,Bitcoin,92251.65240738312
2024-11-21,Bitcoin,94217.02229634205
2024-11-22,Bitcoin,98509.11859102432
2024-11-23,Bitcoin,98927.49494553401
2024-11-24,Bitcoin,97679.46381643033
2024-11-25,Bitcoin,98015.9355289458
2024-11-26,Bitcoin,93004.70093103287
2024-11-27,Bitcoin,91931.83077291827
2024-11-28,Bitcoin,95981.18057210564
2024-11-29,Bitcoin,95661.59595817851
2024-11-30,Bitcoin,97453.2473451042
2024-12-01,Bitcoin,96513.14234698225
2024-12-02,Bitcoin,97311.70719084324
2024-12-03,Bitcoin,95833.1362300365
2024-12-04,Bitcoin,96031.63097759831
2024-12-05,Bitcoin,98881.4694561823
2024-12-06,Bitcoin,97201.50036407741
2024-12-07,Bitcoin,99973.85150659826
2024-12-08,Bitcoin,99781.82999198174
2024-12-09,Bitcoin,101235.3717025316
2024-12-10,Bitcoin,97353.94700820887
2024-12-11,Bitcoin,96649.71446771531
2024-12-12,Bitcoin,101123.61811033697
2024-12-13,Bitcoin,100000.80836535197
2024-12-14,Bitcoin,101352.22971292294
2024-12-15,Bitcoin,101367.01064553364
2024-12-16,Bitcoin,104721.50151808978
2024-12-17,Bitcoin,106074.10723541168
2024-12-18,Bitcoin,106034.913402645
2024-12-19,Bitcoin,100355.5761481501
2024-12-20,Bitcoin,97851.35377075805
2024-12-21,Bitcoin,97691.43431692653
2024-12-22,Bitcoin,97202.82496847633
2024-12-23,Bitcoin,95094.27394862173
2024-12-24,Bitcoin,94644.91085464321
2024-12-25,Bitcoin,98695.71400782601
2024-12-26,Bitcoin,99344.95417367229
2024-12-27,Bitcoin,95678.31244565405
2024-12-28,Bitcoin,94331.94727053077
2024-12-29,Bitcoin,95184.61945288602
2024-12-30,Bitcoin,93663.44751964067
2024-12-31,Bitcoin,92627.28213113277
2025-01-01,Bitcoin,93507.85874741491
2025-01-02,Bitcoin,94384.1761153871
2025-01-03,Bitcoin,96852.14681235075
2025-01-04,Bitcoin,98084.34279280754
2025-01-05,Bitcoin,98256.73876849933
2025-01-06,Bitcoin,98364.58946599838
2025-01-07,Bitcoin,102229.39453189743
2025-01-08,Bitcoin,96952.09886774956
2025-01-09,Bitcoin,95016.71440989176
2025-01-10,Bitcoin,92376.27578346101
2025-01-11,Bitcoin,94736.6267420969
2025-01-12,Bitcoin,94559.55167224213
2025-01-13,Bitcoin,94454.77089638807
2025-01-14,Bitcoin,94456.3493746993
2025-01-15,Bitcoin,96574.07768799194
2025-01-16,Bitcoin,100313.15239828422
2025-01-17,Bitcoin,100044.57926776377
2025-01-18,Bitcoin,104160.69358484233
2025-01-19,Bitcoin,104334.61575724394
2025-01-20,Bitcoin,101275.33714814208
2025-01-21,Bitcoin,101764.90860170545
2025-01-22,Bitcoin,106182.2368201815
2025-01-23,Bitcoin,103673.53509537787
2025-01-24,Bitcoin,104067.60991206947
2025-01-25,Bitcoin,104835.19253555956
2025-01-26,Bitcoin,104796.04077738234
2025-01-27,Bitcoin,102552.24874280207
2025-01-28,Bitcoin,101958.46953745594
2025-01-29,Bitcoin,101313.11264498268
2025-01-30,Bitcoin,103718.97939813645
2025-01-31,Bitcoin,104781.5135100103
2025-02-01,Bitcoin,102382.39409722165
2025-02-02,Bitcoin,100674.78762544956
2025-02-03,Bitcoin,97568.31653024875
2025-02-04,Bitcoin,101466.8606657039
2025-02-05,Bitcoin,98118.43921664466
2025-02-06,Bitcoin,96582.88682919052
2025-02-07,Bitcoin,96635.41875332211
2025-02-08,Bitcoin,96558.4563096667
2025-02-09,Bitcoin,96558.23762501091
2025-02-10,Bitcoin,96548.57865379585
2025-02-11,Bitcoin,97399.98161383197
2025-02-12,Bitcoin,95739.97737079239
2025-02-13,Bitcoin,97836.18856127483
2025-02-14,Bitcoin,96561.6639990985
2025-02-15,Bitcoin,97488.48148536457
2025-02-16,Bitcoin,97569.95169430465
2025-02-17,Bitcoin,96149.3484548204
2025-02-18,Bitcoin,95776.15723852723
2025-02-19,Bitcoin,95495.89153299287
2025-02-20,Bitcoin,96554.87156259285
2025-02-21,Bitcoin,98384.31738240314
2025-02-22,Bitcoin,96135.15541305285
2025-02-23,Bitcoin,96564.15414290235
2025-02-24,Bitcoin,96327.46309127835
2025-02-25,Bitcoin,91396.76686930266
2025-02-26,Bitcoin,88755.7693356979
2025-02-27,Bitcoin,83900.11496524839
2025-02-28,Bitcoin,84709.14477847965
2025-03-01,Bitcoin,84441.9012237131
2025-03-02,Bitcoin,86005.25629681018
2025-03-03,Bitcoin,94261.53286538439
2025-03-04,Bitcoin,86124.71418722175
2025-03-05,Bitcoin,87310.80531078295
2025-03-06,Bitcoin,90604.08098523637
2025-03-07,Bitcoin,90001.40087607042
2025-03-08,Bitcoin,86773.33597555371
2025-03-09,Bitcoin,86142.9833586432
2025-03-10,Bitcoin,80751.13893300897
2025-03-11,Bitcoin,78783.94057934263
2025-03-12,Bitcoin,82799.1080292053
2025-03-13,Bitcoin,83884.24578828987
2025-03-14,Bitcoin,81098.90052436228
2025-03-15,Bitcoin,83971.70916064628
2025-03-16,Bitcoin,84391.69087647168
2025-03-17,Bitcoin,82610.61750343916
2025-03-18,Bitcoin,84075.36559694471
2025-03-19,Bitcoin,82780.03048688271
2025-03-20,Bitcoin,86815.44109470697
2025-03-21,Bitcoin,84270.84358966233
2025-03-22,Bitcoin,84009.532917822
2025-03-23,Bitcoin,83793.30854192551
2025-03-24,Bitcoin,85787.70914901773
2025-03-25,Bitcoin,87327.72969669085
2025-03-26,Bitcoin,87520.58391530563
2025-03-27,Bitcoin,86960.8555491039
2025-03-28,Bitcoin,87227.27158032371
2025-03-29,Bitcoin,84359.46915506005
2025-03-30,Bitcoin,82679.17255385047
2025-03-31,Bitcoin,82356.38111183756
2025-04-01,Bitcoin,82514.09365397849
2025-04-02,Bitcoin,85237.5876052852
2025-04-03,Bitcoin,82526.4221526433
2025-04-04,Bitcoin,83163.98757387721
2025-04-05,Bitcoin,83852.00765399594
2025-04-06,Bitcoin,83595.88550177493
2025-04-07,Bitcoin,78211.48358199988
2025-04-08,Bitcoin,79179.29226757778
2025-04-09,Bitcoin,76329.090356324
2025-04-10,Bitcoin,82622.17029546302
2025-04-11,Bitcoin,79596.35732250768
2025-04-12,Bitcoin,83439.28818043756
2025-04-13,Bitcoin,85305.09728392666
2025-04-14,Bitcoin,83600.82010054543
2025-04-15,Bitcoin,84523.4524914945
2025-04-16,Bitcoin,83656.49248858042
2025-04-17,Bitcoin,84105.77942167096
2025-04-18,Bitcoin,84930.90857600998
2025-04-19,Bitcoin,84433.75017215389
2025-04-20,Bitcoin,85126.66244301842
2025-04-21,Bitcoin,85073.16544858096
2025-04-22,Bitcoin,87452.04699068287
2025-04-23,Bitcoin,93576.16588573981
2025-04-24,Bitcoin,93605.45230873208
2025-04-25,Bitcoin,93872.81422867288
2025-04-26,Bitcoin,94773.11200643536
2025-04-27,Bitcoin,94644.06637120107
2025-04-28,Bitcoin,93809.33781968223
2025-04-29,Bitcoin,95030.60645474444
2025-04-30,Bitcoin,94256.35946318062
2025-05-01,Bitcoin,94235.75331048167
2025-05-02,Bitcoin,96426.94522273027
2025-05-03,Bitcoin,96855.5681343944
2025-05-04,Bitcoin,95922.86842404422
2025-05-05,Bitcoin,94326.62048529249
2025-05-06,Bitcoin,94758.8237105546
2025-05-07,Bitcoin,96854.53198815876
2025-05-08,Bitcoin,97026.49376966801
2025-05-09,Bitcoin,103076.27555512934
2025-05-10,Bitcoin,102962.54045692299
2025-05-11,Bitcoin,104630.8792994166
2025-05-12,Bitcoin,103994.061616746
2025-05-13,Bitcoin,102876.8304286011
2025-05-14,Bitcoin,104184.49039270742
2025-05-15,Bitcoin,103594.42575090709
2025-05-16,Bitcoin,103708.85136423641
2025-05-17,Bitcoin,103556.03493982446
2025-05-18,Bitcoin,103212.36483885496
2025-05-19,Bitcoin,106030.6376831359
2025-05-20,Bitcoin,105629.41580436694
2025-05-21,Bitcoin,106786.71995834043
2025-05-22,Bitcoin,109665.86371625263
2025-05-23,Bitcoin,111560.356938144
2025-05-24,Bitcoin,107216.66856870624
2025-05-25,Bitcoin,107831.36374380375
2025-05-26,Bitcoin,108861.81037744327
2025-05-27,Bitcoin,109377.71513263129
2025-05-28,Bitcoin,109068.45694901445
2025-05-29,Bitcoin,107838.18431100152
2025-05-30,Bitcoin,105745.41660358038
2025-05-31,Bitcoin,104010.91956242644
2025-06-01,Bitcoin,104687.50742934884
2025-06-02,Bitcoin,105710.00593822816
2025-06-03,Bitcoin,105884.74263221149
2025-06-04,Bitcoin,105434.47745144971
2025-06-05,Bitcoin,104812.9182188067
2025-06-06,Bitcoin,101650.7387545425
2025-06-07,Bitcoin,104409.74967959142
2025-06-08,Bitcoin,105681.4546141758
2025-06-09,Bitcoin,105692.24740699006
2025-06-10,Bitcoin,110261.57485948496
2025-06-11,Bitcoin,110212.73252109604
2025-06-12,Bitcoin,108679.9760916168
2025-06-13,Bitcoin,105979.22902375912
2025-06-14,Bitcoin,106045.56440819203
2025-06-15,Bitcoin,105482.90611628917
2025-06-16,Bitcoin,105554.49383061715
2025-06-17,Bitcoin,106951.2720181497
2025-06-18,Bitcoin,104683.42479835715
2025-06-19,Bitcoin,104722.695052907
2025-06-20,Bitcoin,104690.65002458123
2025-06-21,Bitcoin,103290.105144757
2025-06-22,Bitcoin,101532.5683847329
2025-06-23,Bitcoin,100852.58264648831
2025-06-24,Bitcoin,105511.62437933135
2025-06-25,Bitcoin,105976.06929808448
2025-06-26,Bitcoin,107238.53045016268
2025-06-27,Bitcoin,106984.01253775663
2025-06-28,Bitcoin,107078.91560644074
2025-06-29,Bitcoin,107331.58548463577
2025-06-30,Bitcoin,108396.61631317894
2025-07-01,Bitcoin,107132.79910701896
2025-07-02,Bitcoin,105613.39974163055
2025-07-03,Bitcoin,108824.44423167943
2025-07-04,Bitcoin,109602.20483914016
2025-07-05,Bitcoin,108040.8919400104
2025-07-06,Bitcoin,108217.46849992426
2025-07-07,Bitcoin,109215.19771840284
2025-07-08,Bitcoin,108300.71675785031
2025-07-09,Bitcoin,108953.19187727802
2025-07-10,Bitcoin,111327.53054245669
2025-07-11,Bitcoin,115879.65030112496
2025-07-12,Bitcoin,117571.02510036016
2025-07-13,Bitcoin,117418.95745007684
2025-07-14,Bitcoin,119117.55666327637
2025-07-15,Bitcoin,119833.67446712355
2025-07-16,Bitcoin,117678.19493404306
2025-07-17,Bitcoin,118748.1627367753
2025-07-17,Bitcoin,118697.7896463847
2024-07-18,Ethereum,3389.441287038116
2024-07-19,Ethereum,3428.5520187667257
2024-07-20,Ethereum,3505.222536388452
2024-07-21,Ethereum,3522.8013028122487
2024-07-22,Ethereum,3533.118349531153
2024-07-23,Ethereum,3443.073350817144
2024-07-24,Ethereum,3482.9837705931927
2024-07-25,Ethereum,3336.3802530382436
2024-07-26,Ethereum,3173.7633983274727
2024-07-27,Ethereum,3278.1869575279507
2024-07-28,Ethereum,3254.611672582785
2024-07-29,Ethereum,3272.8501306701373
2024-07-30,Ethereum,3316.942188773212
2024-07-31,Ethereum,3276.981779516743
2024-08-01,Ethereum,3233.076804863122
2024-08-02,Ethereum,3204.2465237463616
2024-08-03,Ethereum,2983.300976694291
2024-08-04,Ethereum,2906.7150241765007
2024-08-05,Ethereum,2682.4373928187924
2024-08-06,Ethereum,2415.6311394312143
2024-08-07,Ethereum,2455.51137665051
2024-08-08,Ethereum,2341.590346028249
2024-08-09,Ethereum,2685.012750687489
2024-08-10,Ethereum,2602.1840712761878
2024-08-11,Ethereum,2608.0357436286963
2024-08-12,Ethereum,2558.790870730736
2024-08-13,Ethereum,2726.777988551933
2024-08-14,Ethereum,2703.5505587641255
2024-08-15,Ethereum,2662.780395092489
2024-08-16,Ethereum,2569.8604812159274
2024-08-17,Ethereum,2592.249006212312
2024-08-18,Ethereum,2613.139261446099
2024-08-19,Ethereum,2614.6012806263716
2024-08-20,Ethereum,2640.5904207330605
2024-08-21,Ethereum,2575.643435503567
2024-08-22,Ethereum,2630.2988017642488
2024-08-23,Ethereum,2623.289171364539
2024-08-24,Ethereum,2763.2554073640704
2024-08-25,Ethereum,2767.840733546234
2024-08-26,Ethereum,2745.164671605207
2024-08-27,Ethereum,2683.0801154902983
2024-08-28,Ethereum,2457.2773517547434
2024-08-29,Ethereum,2527.0269814017706
2024-08-30,Ethereum,2526.7383553003406
2024-08-31,Ethereum,2527.690204915795
2024-09-01,Ethereum,2513.3643501004462
2024-09-02,Ethereum,2430.0202661439344
2024-09-03,Ethereum,2534.9048168403706
2024-09-04,Ethereum,2437.1471557556497
2024-09-05,Ethereum,2448.30785784089
2024-09-06,Ethereum,2367.7700509506026
2024-09-07,Ethereum,2223.780428382685
2024-09-08,Ethereum,2272.6972849951912
2024-09-09,Ethereum,2296.4029520764498
2024-09-10,Ethereum,2359.565766831627
2024-09-11,Ethereum,2389.4740111256497
2024-09-12,Ethereum,2342.9639236941434
2024-09-13,Ethereum,2362.300238174588
2024-09-14,Ethereum,2445.08621032297
2024-09-15,Ethereum,2418.0828083179904
2024-09-16,Ethereum,2322.6433317480564
2024-09-17,Ethereum,2295.1348386540835
2024-09-18,Ethereum,2341.0924132597524
2024-09-19,Ethereum,2361.960992100706
2024-09-20,Ethereum,2465.2347833172967
2024-09-21,Ethereum,2557.6218555442515
2024-09-22,Ethereum,2614.599604753501
2024-09-23,Ethereum,2582.847683741262
2024-09-24,Ethereum,2647.9931622033255
2024-09-25,Ethereum,2653.844345308008
2024-09-26,Ethereum,2578.566359563475
2024-09-27,Ethereum,2630.94983700893
2024-09-28,Ethereum,2698.1928212346033
2024-09-29,Ethereum,2680.218702062471
2024-09-30,Ethereum,2659.611211611689
2024-10-01,Ethereum,2597.3411516834435
2024-10-02,Ethereum,2451.631522589772
2024-10-03,Ethereum,2365.231040243019
2024-10-04,Ethereum,2348.0048369247393
2024-10-05,Ethereum,2416.9184055552637
2024-10-06,Ethereum,2415.4038137445546
2024-10-07,Ethereum,2438.030912544012
2024-10-08,Ethereum,2422.7506412955013
2024-10-09,Ethereum,2441.4651696200294
2024-10-10,Ethereum,2367.615096789395
2024-10-11,Ethereum,2381.7817088014776
2024-10-12,Ethereum,2435.7137843692162
2024-10-13,Ethereum,2477.6130275578225
2024-10-14,Ethereum,2466.8607267086663
2024-10-15,Ethereum,2628.504376157751
2024-10-16,Ethereum,2602.0760435960988
2024-10-17,Ethereum,2611.700159182395
2024-10-18,Ethereum,2603.1202923346113
2024-10-19,Ethereum,2643.156520987104
2024-10-20,Ethereum,2649.979289580214
2024-10-21,Ethereum,2742.9591411600395
2024-10-22,Ethereum,2665.731938974013
2024-10-23,Ethereum,2619.5653130506435
2024-10-24,Ethereum,2524.1038563091197
2024-10-25,Ethereum,2536.234041319884
2024-10-26,Ethereum,2422.09328922875
2024-10-27,Ethereum,2479.3736032443317
2024-10-28,Ethereum,2505.502947138879
2024-10-29,Ethereum,2564.8138556782997
2024-10-30,Ethereum,2638.637351278122
2024-10-31,Ethereum,2657.6141818494384
2024-11-01,Ethereum,2514.750787241073
2024-11-02,Ethereum,2513.8372870612066
2024-11-03,Ethereum,2491.352150058657
2024-11-04,Ethereum,2456.979687344711
2024-11-05,Ethereum,2395.9472139132804
2024-11-06,Ethereum,2422.368479855642
2024-11-07,Ethereum,2720.6217450068793
2024-11-08,Ethereum,2894.9718733838376
2024-11-09,Ethereum,2960.9593369382137
2024-11-10,Ethereum,3130.035524073996
2024-11-11,Ethereum,3191.9044555518153
2024-11-12,Ethereum,3372.7914863430115
2024-11-13,Ethereum,3260.934386131155
2024-11-14,Ethereum,3191.8991843987947
2024-11-15,Ethereum,3059.812296932496
2024-11-16,Ethereum,3093.913043390382
2024-11-17,Ethereum,3133.8802234191417
2024-11-18,Ethereum,3075.534532601624
2024-11-19,Ethereum,3209.4239073326826
2024-11-20,Ethereum,3112.9098010150224
2024-11-21,Ethereum,3075.193856649331
2024-11-22,Ethereum,3365.9369715466096
2024-11-23,Ethereum,3327.7571951719624
2024-11-24,Ethereum,3394.036961782547
2024-11-25,Ethereum,3368.7027619429946
2024-11-26,Ethereum,3417.291223691937
2024-11-27,Ethereum,3325.636532587645
2024-11-28,Ethereum,3666.1884904377557
2024-11-29,Ethereum,3579.2407862474997
2024-11-30,Ethereum,3598.1933212253616
2024-12-01,Ethereum,3709.9094391073327
2024-12-02,Ethereum,3708.8072387383017
2024-12-03,Ethereum,3643.855375704235
2024-12-04,Ethereum,3625.7104579497204
2024-12-05,Ethereum,3839.443460715871
2024-12-06,Ethereum,3796.8688671601276
2024-12-07,Ethereum,4013.726145388712
2024-12-08,Ethereum,4000.992076502189
2024-12-09,Ethereum,4015.7820212328807
2024-12-10,Ethereum,3713.3138979971745
2024-12-11,Ethereum,3626.5886417774996
2024-12-12,Ethereum,3828.1075883404096
2024-12-13,Ethereum,3878.850012073054
2024-12-14,Ethereum,3907.4296595053356
2024-12-15,Ethereum,3866.9958020348054
2024-12-16,Ethereum,3961.3154661802305
2024-12-17,Ethereum,3992.857195846062
2024-12-18,Ethereum,3879.4062240100893
2024-12-19,Ethereum,3628.2624780444953
2024-12-20,Ethereum,3434.6754695380805
2024-12-21,Ethereum,3468.658920056454
2024-12-22,Ethereum,3337.5972231166807
2024-12-23,Ethereum,3275.8894274015142
2024-12-24,Ethereum,3414.6414419807993
2024-12-25,Ethereum,3497.555287927574
2024-12-26,Ethereum,3494.5109273631047
2024-12-27,Ethereum,3327.7897761683494
2024-12-28,Ethereum,3328.6111553091764
2024-12-29,Ethereum,3397.8341205085153
2024-12-30,Ethereum,3357.330742971463
2024-12-31,Ethereum,3359.513941757392
2025-01-01,Ethereum,3336.6175137659498
2025-01-02,Ethereum,3348.967247123586
2025-01-03,Ethereum,3448.140436960939
2025-01-04,Ethereum,3604.2913795931763
2025-01-05,Ethereum,3660.37804173532
2025-01-06,Ethereum,3635.8549961807084
2025-01-07,Ethereum,3687.1447140588307
2025-01-08,Ethereum,3380.0211263090155
2025-01-09,Ethereum,3325.1300293537356
2025-01-10,Ethereum,3219.09284475812
2025-01-11,Ethereum,3269.1759954060667
2025-01-12,Ethereum,3283.591322828503
2025-01-13,Ethereum,3264.070968533687
2025-01-14,Ethereum,3134.5520394596483
2025-01-15,Ethereum,3224.8006483414138
2025-01-16,Ethereum,3447.0340476747956
2025-01-17,Ethereum,3309.4466139900196
2025-01-18,Ethereum,3477.284285084809
2025-01-19,Ethereum,3309.0995676199964
2025-01-20,Ethereum,3208.1365439891497
2025-01-21,Ethereum,3263.069869880814
2025-01-22,Ethereum,3326.0285404709143
2025-01-23,Ethereum,3237.2996671291435
2025-01-24,Ethereum,3332.580893146162
2025-01-25,Ethereum,3311.8499838687
2025-01-26,Ethereum,3320.1314101789453
2025-01-27,Ethereum,3232.2767744705584
2025-01-28,Ethereum,3173.5346079397173
2025-01-29,Ethereum,3076.4937692857234
2025-01-30,Ethereum,3114.4358854363104
2025-01-31,Ethereum,3248.249484352305
2025-02-01,Ethereum,3296.390634843652
2025-02-02,Ethereum,3125.0386801320924
2025-02-03,Ethereum,2862.6976188716285
2025-02-04,Ethereum,2877.8138239498767
2025-02-05,Ethereum,2740.3809762760143
2025-02-06,Ethereum,2790.5521609256075
2025-02-07,Ethereum,2686.662316793651
2025-02-08,Ethereum,2623.4507017824767
2025-02-09,Ethereum,2635.6011418023404
2025-02-10,Ethereum,2632.5358220552475
2025-02-11,Ethereum,2660.2967996436387
2025-02-12,Ethereum,2603.0333698049267
2025-02-13,Ethereum,2736.2703136032396
2025-02-14,Ethereum,2675.7090007037627
2025-02-15,Ethereum,2724.6698335873957
2025-02-16,Ethereum,2692.8213863864253
2025-02-17,Ethereum,2659.9017474093457
2025-02-18,Ethereum,2741.9050800956124
2025-02-19,Ethereum,2669.4945006896073
2025-02-20,Ethereum,2714.8018364720533
2025-02-21,Ethereum,2741.5933625994785
2025-02-22,Ethereum,2658.3470942919384
2025-02-23,Ethereum,2764.355233404291
2025-02-24,Ethereum,2827.1844084879804
2025-02-25,Ethereum,2503.103420098605
2025-02-26,Ethereum,2495.315451693047
2025-02-27,Ethereum,2325.853934699374
2025-02-28,Ethereum,2305.3229378029837
2025-03-01,Ethereum,2235.204208608959
2025-03-02,Ethereum,2212.8243514969954
2025-03-03,Ethereum,2517.3382391622977
2025-03-04,Ethereum,2148.199533470228
2025-03-05,Ethereum,2171.496943535016
2025-03-06,Ethereum,2241.3841149187283
2025-03-07,Ethereum,2202.3207363495417
2025-03-08,Ethereum,2140.7498089428914
2025-03-09,Ethereum,2199.9995000805707
